Roll	Pitch	Yaw	Alt	RollSetpoint	PitchSetpoint	YawSetpoint	AltSetpoint
-0.58	4.73	53.02	-57	0	5	180.36	1066	
-0.56	4.73	53.03	-57	0	5	180.36	1066	
-0.57	4.74	53.03	-57	0	5	180.36	1066	
-0.54	4.73	53	-57	0	5	180.36	1066	
-0.51	4.74	52.98	-57	0	5	180.36	1066	
-0.48	4.74	52.97	-57	0	5	180.36	1066	
-0.46	4.75	52.98	-57	0	5	180.36	1066	
-0.45	4.75	52.99	-57	0	5	180.36	1066	
-0.46	4.77	52.98	-57	0	5	180.36	1066	
-0.44	4.79	52.95	-57	0	5	180.36	1066	
-0.41	4.81	52.92	-57	0	5	180.36	1066	
-0.39	4.82	52.91	-57	0	5	180.36	1066	
-0.43	4.86	52.92	-57	0	5	180.36	1066	
-0.46	4.88	52.92	-57	0	5	180.36	1066	
-0.48	4.91	52.91	-57	0	5	180.36	1066	
-0.48	4.93	52.9	-57	0	5	180.36	1066	
-0.45	4.92	52.89	-57	0	5	180.36	1066	
-0.43	4.92	52.89	-57	0	5	180.36	1066	
-0.44	4.92	52.89	-57	0	5	180.36	1066	
-0.45	4.93	52.88	-57	0	5	180.36	1066	
-0.5	4.93	52.88	-57	0	5	180.36	1066	
-0.53	4.92	52.86	-57	0	5	180.36	1066	
-0.55	4.91	52.84	-57	0	5	180.36	1066	
-0.56	4.9	52.84	-57	0	5	180.36	1066	
-0.57	4.88	52.84	-57	0	5	180.36	1066	
-0.57	4.86	52.84	-57	0	5	180.36	1066	
-0.57	4.83	52.86	-57	0	5	180.36	1066	
-0.53	4.82	52.87	-57	0	5	180.36	1066	
-0.5	4.82	52.87	-57	0	5	180.36	1066	
-0.47	4.82	52.87	-57	0	5	180.36	1066	
-0.5	4.84	52.86	-57	0	5	180.36	1066	
-0.55	4.85	52.85	-57	0	5	180.36	1066	
-0.58	4.89	52.83	-57	0	5	180.36	1066	
-0.6	4.88	52.83	-57	0	5	180.36	1066	
-0.58	4.85	52.83	-57	0	5	180.36	1066	
-0.6	4.85	52.85	-57	0	5	180.36	1066	
-0.59	4.86	52.86	-57	0	5	180.36	1066	
-0.56	4.85	52.86	-57	0	5	180.36	1066	
-0.51	4.83	52.87	-57	0	5	180.36	1066	
-0.48	4.86	52.85	-57	0	5	180.36	1066	
-0.47	4.89	52.85	-57	0	5	180.36	1066	
-0.44	4.93	52.85	-57	0	5	180.36	1066	
-0.45	4.97	52.86	-57	0	5	180.36	1066	
-0.48	5	52.85	-57	0	5	180.36	1066	
-0.5	5.03	52.84	-57	0	5	180.36	1066	
-0.5	5.08	52.82	-57	0	5	180.36	1066	
-0.46	5.08	52.8	-57	0	5	180.36	1066	
-0.45	5.08	52.8	-57	0	5	180.36	1066	
-0.46	5.1	52.8	-57	0	5	180.36	1066	
-0.45	5.1	52.79	-57	0	5	180.36	1066	
-0.43	5.09	52.79	-57	0	5	180.36	1066	
-0.42	5.07	52.79	-57	0	5	180.36	1066	
-0.39	5.06	52.78	-57	0	5	180.36	1066	
-0.4	5.07	52.75	-57	0	5	180.36	1066	
-0.43	5.08	52.73	-57	0	5	180.36	1066	
-0.43	5.08	52.73	-57	0	5	180.36	1066	
-0.46	5.08	52.73	-57	0	5	180.36	1066	
-0.47	5.06	52.73	-57	0	5	180.36	1066	
-0.47	5.08	52.72	-57	0	5	180.36	1066	
-0.43	5.06	52.73	-57	0	5	180.36	1066	
-0.38	5.04	52.72	-57	0	4.99	180.36	1066	
-0.33	5.04	52.7	-57	0	4.98	180.36	1066	
-0.32	5.04	52.71	-57	0	4.97	180.36	1066	
-0.28	5.05	52.7	-57	0	4.96	180.36	1066	
-0.26	5.03	52.69	-57	0	4.95	180.36	1066	
-0.27	5.01	52.7	-57	0	4.94	180.36	1066	
-0.29	5.01	52.69	-57	0	4.93	180.36	1066	
-0.29	4.99	52.68	-57	0	4.92	180.36	1066	
-0.28	4.96	52.67	-57	0	4.91	180.36	1066	
-0.25	4.93	52.67	-57	0	4.9	180.36	1066	
-0.23	4.91	52.68	-57	0	4.89	180.36	1066	
-0.24	4.9	52.69	-57	0	4.88	180.36	1066	
-0.25	4.9	52.7	-57	0	4.87	180.36	1066	
-0.26	4.87	52.71	-57	0	4.86	180.36	1066	
-0.28	4.86	52.7	-57	0	4.85	180.36	1066	
-0.27	4.85	52.69	-57	0	4.84	180.36	1066	
-0.27	4.85	52.69	-57	0	4.83	180.36	1066	
-0.24	4.85	52.71	-57	0	4.82	180.36	1066	
-0.23	4.85	52.71	-57	0	4.81	180.36	1066	
-0.24	4.87	52.71	-57	0	4.8	180.36	1066	
-0.24	4.89	52.72	-57	0	4.79	180.36	1066	
-0.22	4.9	52.72	-57	0	4.78	180.36	1066	
-0.19	4.89	52.74	-57	0	4.77	180.36	1066	
-0.16	4.89	52.73	-57.1	0	4.76	180.36	1066	
-0.15	4.9	52.73	-57.1	0	4.75	180.36	1066	
-0.16	4.9	52.72	-57.1	0	4.74	180.36	1066	
-0.16	4.9	52.7	-57.1	0	4.73	180.36	1066	
-0.17	4.88	52.71	-57.1	0	4.72	180.36	1066	
-0.19	4.87	52.7	-57.1	0	4.71	180.36	1066	
-0.23	4.84	52.7	-57.1	0	4.7	180.36	1066	
-0.26	4.83	52.71	-57.1	0	4.69	180.36	1066	
-0.26	4.79	52.71	-57.1	0	4.68	180.36	1066	
-0.26	4.75	52.71	-57.1	0	4.67	180.36	1066	
-0.26	4.73	52.7	-57.1	0	4.66	180.36	1066	
-0.24	4.69	52.7	-57.1	0	4.65	180.36	1066	
-0.21	4.68	52.71	-57.1	0	4.64	180.36	1066	
-0.19	4.67	52.73	-57.1	0	4.63	180.36	1066	
-0.19	4.67	52.74	-57.1	0	4.62	180.36	1066	
-0.24	4.69	52.74	-57.1	0	4.61	180.36	1066	
-0.2	4.68	52.72	-57.1	0	0	180.36	1000	
-0.24	4.75	52.75	-57	0	0	180.36	1000	
-9.97	-55.45	56.11	-57	0	0	180.36	1000	
-9.96	-55.5	56.12	-57	0	0	180.36	1000	
-9.95	-55.52	56.12	-57	0	0	180.36	1000	
-9.94	-55.55	56.13	-57	0	0	180.36	1000	
-9.93	-55.58	56.14	-57	0	0	180.36	1000	
-9.91	-55.61	56.15	-57	0	0	180.36	1000	
-9.9	-55.63	56.15	-57	0	0	180.36	1000	
-9.89	-55.67	56.16	-57	0	0	180.36	1000	
-9.89	-55.69	56.16	-57	0	0	180.36	1000	
-9.87	-55.71	56.17	-57	0	0	180.36	1000	
-9.87	-55.75	56.17	-57	0	0	180.36	1000	
-9.3	-57.21	56.44	-57	0	0	180.36	1000	
-9.29	-57.23	56.44	-57	0	0	180.36	1000	
-9.28	-57.27	56.44	-57	0	0	180.36	1000	
-9.27	-57.3	56.45	-57	0	0	180.36	1000	
-9.26	-57.32	56.45	-57	0	0	180.36	1000	
-9.25	-57.35	56.46	-57	0	0	180.36	1000	
-9.24	-57.37	56.47	-57	0	0	180.36	1000	
-9.24	-57.39	56.47	-57	0	0	180.36	1000	
-9.22	-57.41	56.47	-57	0	0	180.36	1000	
-9.22	-57.43	56.48	-57	0	0	180.36	1000	
-9.21	-57.44	56.48	-57	0	0	180.36	1000	
-9.21	-57.46	56.48	-57	0	0	180.36	1000	
-9.2	-57.47	56.48	-57	0	0	180.36	1000	
-9.2	-57.49	56.49	-57	0	0	180.36	1000	
-9.2	-57.5	56.49	-57	0	0	180.36	1000	
